VIN,Price,manufacturer,security_codes,model,engine,check_digit,model_year,plant_code,serial_number
1FTEW1C84AKA25551,9500,1FT,E,W1C,8,4,A,K,A25551
1FAHP2F88EG183126,20900,1FA,H,P2F,8,8,E,G,183126
1FTPW14576FA19739,18200,1FT,P,W14,5,7,6,F,A19739
1FTZX18W9WKA28670,1950,1FT,Z,X18,W,9,W,K,A28670
2FMDK3JC7CBA31105,17700,2FM,D,K3J,C,7,C,B,A31105
1FMCU0GX4EUB81605,14300,1FM,C,U0G,X,4,E,U,B81605
1FTNE2EW4EDA31607,20600,1FT,N,E2E,W,4,E,D,A31607
1ZVBP8AM2E5334235,18600,1ZV,B,P8A,M,2,E,5,334235
1FT7X2B60CEB28656,17300,1FT,7,X2B,6,0,C,E,B28656
1FMCU9HX8DUD11631,18900,1FM,C,U9H,X,8,D,U,D11631
1FMYU04111KF43465,1800,1FM,Y,U04,1,1,1,K,F43465
1FMEU74E06UB21214,6500,1FM,E,U74,E,0,6,U,B21214
1FTPW145X6FA62603,8600,1FT,P,W14,5,X,6,F,A62603
1FMCU9EG3BKC64733,12600,1FM,C,U9E,G,3,B,K,C64733
1FTNE1EW7EDA07893,14000,1FT,N,E1E,W,7,E,D,A07893
1FMCU9G98DUD88521,20000,1FM,C,U9G,9,8,D,U,D88521
1FAFP34NX6W190320,1700,1FA,F,P34,N,X,6,W,190320
3FADP0L32AR351468,11000,3FA,D,P0L,3,2,A,R,351468
3FA6P0H76ER160145,14100,3FA,6,P0H,7,6,E,R,160145
1FAHP24117G155211,2700,1FA,H,P24,1,1,7,G,155211
1FMCU93178KA83741,5100,1FM,C,U93,1,7,8,K,A83741
1FADP3F22EL113158,12400,1FA,D,P3F,2,2,E,L,113158
3FAHP0HA5CR238545,9250,3FA,H,P0H,A,5,C,R,238545
3FA6P0H77DR291714,13000,3FA,6,P0H,7,7,D,R,291714
1FMCU9GX1DUC80823,10500,1FM,C,U9G,X,1,D,U,C80823
1FMEU64E18UB10008,9100,1FM,E,U64,E,1,8,U,B10008
2FMDK3JC9DBB62361,21500,2FM,D,K3J,C,9,D,B,B62361
1FAHP3E26CL320474,8200,1FA,H,P3E,2,6,C,L,320474
1FTVX14545NA03989,10000,1FT,V,X14,5,4,5,N,A03989
3FA6P0HR9DR183077,15200,3FA,6,P0H,R,9,D,R,183077
2FMDK3K97CBA60493,21800,2FM,D,K3K,9,7,C,B,A60493
1FMZU77K14UB64279,5400,1FM,Z,U77,K,1,4,U,B64279
1FAFP53U17A101978,2600,1FA,F,P53,U,1,7,A,101978
1FTNE2EW4EDA43885,19400,1FT,N,E2E,W,4,E,D,A43885
3FAFP07136R235253,1000,3FA,F,P07,1,3,6,R,235253
3FADP4BJ4BM125535,8100,3FA,D,P4B,J,4,B,M,125535
2FMGK5DC4BBD07064,12300,2FM,G,K5D,C,4,B,B,D07064
3FA6P0D98ER104683,23300,3FA,6,P0D,9,8,E,R,104683
3FAHP0HA6BR179780,7600,3FA,H,P0H,A,6,B,R,179780
1FMCU59389KB69482,16000,1FM,C,U59,3,8,9,K,B69482
1FAHP2F86EG179639,19600,1FA,H,P2F,8,6,E,G,179639
1FTNE24W25HA44561,2000,1FT,N,E24,W,2,5,H,A44561
1FDNE1BW7BDB15300,14600,1FD,N,E1B,W,7,B,D,B15300
1FMCU0GX9DUD03910,11100,1FM,C,U0G,X,9,D,U,D03910
1FTNE1EW1ADA94815,9500,1FT,N,E1E,W,1,A,D,A94815
1FTRX17L3XKB92036,1300,1FT,R,X17,L,3,X,K,B92036
1FMRU15W74LA08062,3100,1FM,R,U15,W,7,4,L,A08062
1FTFW1EFXCFC03085,14300,1FT,F,W1E,F,X,C,F,C03085
1FMCU0GX0DUD63560,15100,1FM,C,U0G,X,0,D,U,D63560
1FTPW12V97FA23098,6000,1FT,P,W12,V,9,7,F,A23098
1FAHP36382W183204,1600,1FA,H,P36,3,8,2,W,183204
1FTFW1EF0BFD42110,30400,1FT,F,W1E,F,0,B,F,D42110
1FAHP2F85EG179275,16700,1FA,H,P2F,8,5,E,G,179275
1FAHP2DWXCG137666,11900,1FA,H,P2D,W,X,C,G,137666
3FA6P0HR0DR250357,13400,3FA,6,P0H,R,0,D,R,250357
1FTNF1CF4EKD21030,16900,1FT,N,F1C,F,4,E,K,D21030
1FA6P0HD9E5404637,17500,1FA,6,P0H,D,9,E,5,404637
1FTFW1EF9CFB75988,22600,1FT,F,W1E,F,9,C,F,B75988
3FA6P0HR8DR187704,11000,3FA,6,P0H,R,8,D,R,187704
3FADP4EJ1EM139991,9600,3FA,D,P4E,J,1,E,M,139991
1FBSS3BL4EDA93105,24800,1FB,S,S3B,L,4,E,D,A93105
1FTKR1EE8APA38948,4900,1FT,K,R1E,E,8,A,P,A38948
1FTFX1EV7AKE47916,16900,1FT,F,X1E,V,7,A,K,E47916
3FA6P0LU7ER262048,20300,3FA,6,P0L,U,7,E,R,262048
3FAHP0JA7CR355196,10200,3FA,H,P0J,A,7,C,R,355196
1FMFU15507LA80798,3400,1FM,F,U15,5,0,7,L,A80798
1FMCU9EG5CKA87250,18300,1FM,C,U9E,G,5,C,K,A87250
1FAHP3M24CL472366,10900,1FA,H,P3M,2,4,C,L,472366
1FAHP34N27W134267,4300,1FA,H,P34,N,2,7,W,134267
3FA6P0HR7DR326785,11400,3FA,6,P0H,R,7,D,R,326785
3FAHP0JG3CR361985,14000,3FA,H,P0J,G,3,C,R,361985
1FAHP36N69W242343,5300,1FA,H,P36,N,6,9,W,242343
1FTPX12506FB80059,6600,1FT,P,X12,5,0,6,F,B80059
1FTNE2EWXDDA82950,19200,1FT,N,E2E,W,X,D,D,A82950
1FM5K8F87EGA60590,28300,1FM,5,K8F,8,7,E,G,A60590
1FTYR44E59PA16043,8700,1FT,Y,R44,E,5,9,P,A16043
1FBSS3BL0ADA87683,8300,1FB,S,S3B,L,0,A,D,A87683
1FMCU9HX3DUB76171,17000,1FM,C,U9H,X,3,D,U,B76171
1FTFW1EV4AFD07494,17700,1FT,F,W1E,V,4,A,F,D07494
3FA6P0H70DR256531,11600,3FA,6,P0H,7,0,D,R,256531
3FADP4BJ3DM123200,9250,3FA,D,P4B,J,3,D,M,123200
1FTNE2EW2EDA13669,21100,1FT,N,E2E,W,2,E,D,A13669
1FMZU73K44ZA43402,2300,1FM,Z,U73,K,4,4,Z,A43402
1FM5K8D89DGB38692,26800,1FM,5,K8D,8,9,D,G,B38692
1FADP3F23EL429278,14500,1FA,D,P3F,2,3,E,L,429278
3FAFP37322R176340,2600,3FA,F,P37,3,2,2,R,176340
1FTFW1CF3DKE22059,29400,1FT,F,W1C,F,3,D,K,E22059
1FTFW1ET0CFA48553,23000,1FT,F,W1E,T,0,C,F,A48553
1FM5K7F82FGA05167,26700,1FM,5,K7F,8,2,F,G,A05167
1FTRW07602KA24452,3600,1FT,R,W07,6,0,2,K,A24452
1FMCU9GX1DUB17069,13100,1FM,C,U9G,X,1,D,U,B17069
1FAHP3H28CL261097,11200,1FA,H,P3H,2,8,C,L,261097
1FAHP2F83DG174039,15600,1FA,H,P2F,8,3,D,G,174039
1FTEW1CM9CKD05952,20200,1FT,E,W1C,M,9,C,K,D05952
1FMCU9G93EUB86431,17000,1FM,C,U9G,9,3,E,U,B86431
2FMDK49C27BB62197,9500,2FM,D,K49,C,2,7,B,B62197
3FAHP0JG3CR189201,9300,3FA,H,P0J,G,3,C,R,189201
1FMZU73K43UA60700,5100,1FM,Z,U73,K,4,3,U,A60700
3FA6P0H93ER279532,17000,3FA,6,P0H,9,3,E,R,279532
1ZVBP8EM7E5243116,16700,1ZV,B,P8E,M,7,E,5,243116
1FM5K7B83DGA78406,18800,1FM,5,K7B,8,3,D,G,A78406
2FMDK51C29BA38323,9400,2FM,D,K51,C,2,9,B,A38323
1FMCU0GX6DUA25595,13100,1FM,C,U0G,X,6,D,U,A25595
1FTFW1E62BFA03073,29200,1FT,F,W1E,6,2,B,F,A03073
3FAHP0HA7CR262037,9000,3FA,H,P0H,A,7,C,R,262037
1FMCU24X3VUC23245,1250,1FM,C,U24,X,3,V,U,C23245
1FTRW08L82KB10385,5900,1FT,R,W08,L,8,2,K,B10385
1FADP5CU3DL509910,8400,1FA,D,P5C,U,3,D,L,509910
3FAHP0KC4AR234297,10900,3FA,H,P0K,C,4,A,R,234297
1FTFW1ET8CKD41897,26800,1FT,F,W1E,T,8,C,K,D41897
2FMDK3GC7CBA32083,15360,2FM,D,K3G,C,7,C,B,A32083
1FAHP3F20CL157495,9000,1FA,H,P3F,2,0,C,L,157495
1FAHP3FN0BW143488,6200,1FA,H,P3F,N,0,B,W,143488
1FT7W2B62BEA51290,16200,1FT,7,W2B,6,2,B,E,A51290
1FADP3K27EL296742,12400,1FA,D,P3K,2,7,E,L,296742
1FMCU9EG4CKC52849,18400,1FM,C,U9E,G,4,C,K,C52849
2FMDK3JCXDBB29434,18700,2FM,D,K3J,C,X,D,B,B29434
1FAFP34NX5W210693,1900,1FA,F,P34,N,X,5,W,210693
1FTNW20P34EE04304,7500,1FT,N,W20,P,3,4,E,E04304
3FAHP0HG0CR250168,7600,3FA,H,P0H,G,0,C,R,250168
3FA6P0H78ER222077,14500,3FA,6,P0H,7,8,E,R,222077
1FAHP2E86DG215524,12900,1FA,H,P2E,8,6,D,G,215524
3FAHP081X6R170781,3950,3FA,H,P08,1,X,6,R,170781
3FAHP0JA5CR310760,9300,3FA,H,P0J,A,5,C,R,310760
2FMDK52C29BA05482,4900,2FM,D,K52,C,2,9,B,A05482
1FADP3F22DL235369,12900,1FA,D,P3F,2,2,D,L,235369
1FADP5CU7DL530808,16100,1FA,D,P5C,U,7,D,L,530808
2FMDK3JC1CBA56131,16800,2FM,D,K3J,C,1,C,B,A56131
2FMDK4KC6ABB63807,10700,2FM,D,K4K,C,6,A,B,B63807
2FMDK4JC1ABA79752,12600,2FM,D,K4J,C,1,A,B,A79752
1FMEU64E08UA89989,8500,1FM,E,U64,E,0,8,U,A89989
2FMDK3KC5CBA26810,22700,2FM,D,K3K,C,5,C,B,A26810
1FADP3K21DL267817,10600,1FA,D,P3K,2,1,D,L,267817
2FMDK4KC3EBA58194,25800,2FM,D,K4K,C,3,E,B,A58194
1FMCU0DG8CKA47029,11600,1FM,C,U0D,G,8,C,K,A47029
1FAHP2D99DG146323,10400,1FA,H,P2D,9,9,D,G,146323
1FADP3F23DL253816,10000,1FA,D,P3F,2,3,D,L,253816
3FAFP07Z56R229539,5600,3FA,F,P07,Z,5,6,R,229539
1FAFP52UX3G237325,1000,1FA,F,P52,U,X,3,G,237325
1FMCU9EG5CKB27438,17000,1FM,C,U9E,G,5,C,K,B27438
1FAHP3R40CL384313,14200,1FA,H,P3R,4,0,C,L,384313
3FA6P0LU0ER271562,16400,3FA,6,P0L,U,0,E,R,271562
3FA6P0K96DR200460,20400,3FA,6,P0K,9,6,D,R,200460
2FMDK3KC5BBB49795,17700,2FM,D,K3K,C,5,B,B,B49795
1FM5K7D99DGC87025,21000,1FM,5,K7D,9,9,D,G,C87025
1FMCU92Z98KE21986,5300,1FM,C,U92,Z,9,8,K,E21986
2FMGK5C89EBD31197,25300,2FM,G,K5C,8,9,E,B,D31197
1FTNE2EW3BDA39967,9800,1FT,N,E2E,W,3,B,D,A39967
1FMCU9H95DUD78351,15000,1FM,C,U9H,9,5,D,U,D78351
1FMCU9DG4CKC69376,14600,1FM,C,U9D,G,4,C,K,C69376
1FAHP3M26CL341715,10300,1FA,H,P3M,2,6,C,L,341715
1FTPW12V19KC32491,17000,1FT,P,W12,V,1,9,K,C32491
1FMCU0HX7DUD33888,20500,1FM,C,U0H,X,7,D,U,D33888
1FAHP3F21CL361139,9400,1FA,H,P3F,2,1,C,L,361139
1FTFW1EF1EFB12922,27600,1FT,F,W1E,F,1,E,F,B12922
1FMCU03789KA45260,9600,1FM,C,U03,7,8,9,K,A45260
1FTWW32R68EB48979,7500,1FT,W,W32,R,6,8,E,B48979
1FMEU17LX3LA03583,5900,1FM,E,U17,L,X,3,L,A03583
3FAHP0JA0CR339664,10900,3FA,H,P0J,A,0,C,R,339664
1ZVBP8AN5A5135988,8000,1ZV,B,P8A,N,5,A,5,135988
1ZVBP8EMXE5292133,15600,1ZV,B,P8E,M,X,E,5,292133
1FADP3K24EL200212,12000,1FA,D,P3K,2,4,E,L,200212
1FADP3K28EL211245,12700,1FA,D,P3K,2,8,E,L,211245
1FAHP2DW8AG122967,4800,1FA,H,P2D,W,8,A,G,122967
3FA6P0RU8ER262101,21000,3FA,6,P0R,U,8,E,R,262101
1FADP3K21DL176353,11700,1FA,D,P3K,2,1,D,L,176353
3FAFP31N05R154772,1700,3FA,F,P31,N,0,5,R,154772
1FMCU9EG8CKB91036,22200,1FM,C,U9E,G,8,C,K,B91036
1FM5K8D84DGB88500,28700,1FM,5,K8D,8,4,D,G,B88500
1FMHK8D82CGA81280,25100,1FM,H,K8D,8,2,C,G,A81280
1FAFP31N07W317212,1900,1FA,F,P31,N,0,7,W,317212
3FAHP0HA3CR339115,11300,3FA,H,P0H,A,3,C,R,339115
1FT7X2B68BEB41475,15700,1FT,7,X2B,6,8,B,E,B41475
1FTNF1CF2EKD84482,17800,1FT,N,F1C,F,2,E,K,D84482
1FADP3K24DL195964,11400,1FA,D,P3K,2,4,D,L,195964
1FTFW1ET3CKE07952,30000,1FT,F,W1E,T,3,C,K,E07952
1FMCU0GX3DUA96513,16500,1FM,C,U0G,X,3,D,U,A96513
1FBSS3BL1EDA76715,23800,1FB,S,S3B,L,1,E,D,A76715
3FA6P0HD5ER144072,12600,3FA,6,P0H,D,5,E,R,144072
1FTFW1ET8CFB89869,21500,1FT,F,W1E,T,8,C,F,B89869
1FTNE2EW3DDA66721,21000,1FT,N,E2E,W,3,D,D,A66721
1FTFW1ET7CFB53395,32600,1FT,F,W1E,T,7,C,F,B53395
1FAHP3FN7AW230044,6000,1FA,H,P3F,N,7,A,W,230044
2FMHK6C81DBD01846,17300,2FM,H,K6C,8,1,D,B,D01846
3FAHP0HG7BR179596,8500,3FA,H,P0H,G,7,B,R,179596
1FMJK1J53EEF43203,36100,1FM,J,K1J,5,3,E,E,F43203
1FTYR10U53PB74692,4100,1FT,Y,R10,U,5,3,P,B74692
1FTNE2EL4BDA66049,7100,1FT,N,E2E,L,4,B,D,A66049
1FMCU5K38BKB79946,13200,1FM,C,U5K,3,8,B,K,B79946
1FMYU02ZX5KA80627,1500,1FM,Y,U02,Z,X,5,K,A80627
3FA6P0LU1ER301720,19200,3FA,6,P0L,U,1,E,R,301720
1FM5K8D83EGC39809,26700,1FM,5,K8D,8,3,E,G,C39809
1FADP3K25DL190076,12000,1FA,D,P3K,2,5,D,L,190076
3FA6P0HR5DR234414,15800,3FA,6,P0H,R,5,D,R,234414
2FMDK3KC4EBA34397,23900,2FM,D,K3K,C,4,E,B,A34397
1FAHP3K2XCL238980,10700,1FA,H,P3K,2,X,C,L,238980
1FMCU9H99DUC47178,18100,1FM,C,U9H,9,9,D,U,C47178
4F2CZ06126KM23260,6800,4F2,C,Z06,1,2,6,K,M23260
1FTLR4FE5APA41701,14300,1FT,L,R4F,E,5,A,P,A41701
1FAHP2DW0BG148366,8300,1FA,H,P2D,W,0,B,G,148366
1FAHP31NX7W205381,2800,1FA,H,P31,N,X,7,W,205381
1FM5K8D87DGC10764,19500,1FM,5,K8D,8,7,D,G,C10764
1FTPW14515FA85198,11200,1FT,P,W14,5,1,5,F,A85198
1FAHP3M22CL294358,11000,1FA,H,P3M,2,2,C,L,294358
1ZVBP8EM1E5236338,18000,1ZV,B,P8E,M,1,E,5,236338
1FTRW12W46FB39745,8800,1FT,R,W12,W,4,6,F,B39745
1FMHK8F83CGA42565,28900,1FM,H,K8F,8,3,C,G,A42565
1FADP3K24EL180320,13600,1FA,D,P3K,2,4,E,L,180320
3FAHP0HA9BR203702,9000,3FA,H,P0H,A,9,B,R,203702
1FM5K7B89DGB20836,16000,1FM,5,K7B,8,9,D,G,B20836
1FTNE2EW9EDA53876,19700,1FT,N,E2E,W,9,E,D,A53876
3FAHP0JG0CR150131,12000,3FA,H,P0J,G,0,C,R,150131
3FAHP0JG9CR370366,15100,3FA,H,P0J,G,9,C,R,370366
1FADP3F29EL200765,11800,1FA,D,P3F,2,9,E,L,200765
1FTFX1EFXDKD16265,26000,1FT,F,X1E,F,X,D,K,D16265
3FAFP31391R232815,1400,3FA,F,P31,3,9,1,R,232815
1FTPW12564KB13246,4700,1FT,P,W12,5,6,4,K,B13246
3FAHP07166R230640,2600,3FA,H,P07,1,6,6,R,230640
1FT7W2B63BED10921,14750,1FT,7,W2B,6,3,B,E,D10921
1FAHP32N09W141420,4500,1FA,H,P32,N,0,9,W,141420
1FT8W3DT5CEA78868,31300,1FT,8,W3D,T,5,C,E,A78868
3FAHP0GA7CR104329,5500,3FA,H,P0G,A,7,C,R,104329
1FMZU72KX4UA26554,4550,1FM,Z,U72,K,X,4,U,A26554
1FADP3F22EL318981,11000,1FA,D,P3F,2,2,E,L,318981
1FTNF1CF3EKD20421,18800,1FT,N,F1C,F,3,E,K,D20421
1FMCU0J93EUB10194,18700,1FM,C,U0J,9,3,E,U,B10194
1ZVBP8AN1A5125815,13800,1ZV,B,P8A,N,1,A,5,125815
1FTFX1ET6BFB26085,25700,1FT,F,X1E,T,6,B,F,B26085
1FMHK8D82CGA89640,21400,1FM,H,K8D,8,2,C,G,A89640
1FTWW33P05EB90993,16700,1FT,W,W33,P,0,5,E,B90993
1FBSS3BL4DDA61172,19700,1FB,S,S3B,L,4,D,D,A61172
3FAHP07198R264428,4400,3FA,H,P07,1,9,8,R,264428
1FMHK8D87CGA77841,24500,1FM,H,K8D,8,7,C,G,A77841
1FTKR4EEXBPB12115,16000,1FT,K,R4E,E,X,B,P,B12115
3FA6P0H73ER262793,14100,3FA,6,P0H,7,3,E,R,262793
3FA6P0K99ER279043,18500,3FA,6,P0K,9,9,E,R,279043
3FAHP0HA2CR200660,8800,3FA,H,P0H,A,2,C,R,200660
1FAHP25W88G154083,4400,1FA,H,P25,W,8,8,G,154083
1FTSW21P57EA34835,14100,1FT,S,W21,P,5,7,E,A34835
3FAHP0CG4AR178928,7000,3FA,H,P0C,G,4,A,R,178928
1FTFW1ETXCFA93855,27900,1FT,F,W1E,T,X,C,F,A93855
1FADP3N23EL191529,12100,1FA,D,P3N,2,3,E,L,191529
3FAHP0KC8AR185170,9500,3FA,H,P0K,C,8,A,R,185170
1FTNE242X1HB19854,2200,1FT,N,E24,2,X,1,H,B19854
1FADP3F20DL212995,9500,1FA,D,P3F,2,0,D,L,212995
1FAHP2D80EG162094,16700,1FA,H,P2D,8,0,E,G,162094
1FTFW1EF2BFD18827,26600,1FT,F,W1E,F,2,B,F,D18827
1FADP3K2XDL159924,10500,1FA,D,P3K,2,X,D,L,159924
1FMCU9G94EUC24541,25300,1FM,C,U9G,9,4,E,U,C24541
3FAHP0JAXCR194715,10500,3FA,H,P0J,A,X,C,R,194715
1FADP5CU4DL510015,10000,1FA,D,P5C,U,4,D,L,510015
3FAHP0DC8CR251720,13100,3FA,H,P0D,C,8,C,R,251720
1FBNE3BL4EDA47889,18500,1FB,N,E3B,L,4,E,D,A47889
1FMYU95H86KC09022,4900,1FM,Y,U95,H,8,6,K,C09022
3FADP4AJ7DM130541,10000,3FA,D,P4A,J,7,D,M,130541
3FA6P0HR4DR218978,16000,3FA,6,P0H,R,4,D,R,218978
1FMRU15W54LA26947,3900,1FM,R,U15,W,5,4,L,A26947
1FTEW1CM2EFA19582,22700,1FT,E,W1C,M,2,E,F,A19582
1FADP3F23DL341801,7400,1FA,D,P3F,2,3,D,L,341801
1FTRW12W86FB44074,7400,1FT,R,W12,W,8,6,F,B44074
1FMDU73W93ZA67724,1700,1FM,D,U73,W,9,3,Z,A67724
3FAHP0HA4CR306625,7800,3FA,H,P0H,A,4,C,R,306625
1FTSW21R99EA29870,20500,1FT,S,W21,R,9,9,E,A29870
1FADP3F20DL273165,11300,1FA,D,P3F,2,0,D,L,273165
1FTEX1C82AKE53163,20500,1FT,E,X1C,8,2,A,K,E53163
3FADP4BJ4CM152770,9500,3FA,D,P4B,J,4,C,M,152770
1FMCU0DG1CKA21212,15500,1FM,C,U0D,G,1,C,K,A21212
1FAHP2H83DG145220,16000,1FA,H,P2H,8,3,D,G,145220
3FAHP08Z07R245592,1300,3FA,H,P08,Z,0,7,R,245592
3FA6P0H74DR115879,13500,3FA,6,P0H,7,4,D,R,115879
1FAFP25197G118543,6600,1FA,F,P25,1,9,7,G,118543
1FADP3F24DL343105,11900,1FA,D,P3F,2,4,D,L,343105
3FA6P0LU1ER308392,17200,3FA,6,P0L,U,1,E,R,308392
1FADP3F26EL307370,19200,1FA,D,P3F,2,6,E,L,307370
2FMGK5CC6CBD07490,17000,2FM,G,K5C,C,6,C,B,D07490
1FMHK8D84BGA36257,15000,1FM,H,K8D,8,4,B,G,A36257
1FMYU03156KA55550,4600,1FM,Y,U03,1,5,6,K,A55550
1FAHP3H26CL294549,11000,1FA,H,P3H,2,6,C,L,294549
1FTZR45EX8PA70780,13900,1FT,Z,R45,E,X,8,P,A70780
1FTYR44U17PA77670,8800,1FT,Y,R44,U,1,7,P,A77670
2FMHK6DT3CBD14924,25300,2FM,H,K6D,T,3,C,B,D14924
1FTNE2EW5EDA19031,22300,1FT,N,E2E,W,5,E,D,A19031
1FTKR4EE1APA06716,15250,1FT,K,R4E,E,1,A,P,A06716
1FTKR1AD5BPA80265,7700,1FT,K,R1A,D,5,B,P,A80265
1FTFW1CFXEFA77428,23900,1FT,F,W1C,F,X,E,F,A77428
1FMDU73E35ZA61086,1600,1FM,D,U73,E,3,5,Z,A61086
1ZVBP8AM4D5276840,20000,1ZV,B,P8A,M,4,D,5,276840
2FMDK3JC5DBC02130,21300,2FM,D,K3J,C,5,D,B,C02130
1ZVBP8EM5D5219704,11500,1ZV,B,P8E,M,5,D,5,219704
2FMDK3JC7BBB04438,15000,2FM,D,K3J,C,7,B,B,B04438
2FMDK4KC6EBA41809,25700,2FM,D,K4K,C,6,E,B,A41809
1ZVBP8AM4E5277410,19000,1ZV,B,P8A,M,4,E,5,277410
1FTLR4FE5APA25563,16100,1FT,L,R4F,E,5,A,P,A25563
2FMDK4KC9EBA26575,25700,2FM,D,K4K,C,9,E,B,A26575
2FMDK3JC2ABB39581,10800,2FM,D,K3J,C,2,A,B,B39581
1FAHP2EW5BG149446,11100,1FA,H,P2E,W,5,B,G,149446
1FTPW02528KF03700,15000,1FT,P,W02,5,2,8,K,F03700
1FMCU0HX2DUA92788,18400,1FM,C,U0H,X,2,D,U,A92788
1FAHP2DW2BG184317,10600,1FA,H,P2D,W,2,B,G,184317
1FTDX18W4VKC72803,1300,1FT,D,X18,W,4,V,K,C72803
1FTFW1EFXCFA12217,18000,1FT,F,W1E,F,X,C,F,A12217
1FTNE1EW3DDA01460,13500,1FT,N,E1E,W,3,D,D,A01460
2FMDK4JC6DBB55969,23800,2FM,D,K4J,C,6,D,B,B55969
3FA6P0HR8DR257217,11900,3FA,6,P0H,R,8,D,R,257217
1FTFW1CT4EFC35509,25300,1FT,F,W1C,T,4,E,F,C35509
1FMCU04192KD24037,3200,1FM,C,U04,1,9,2,K,D24037
2FMDK4AK2CBA76143,27600,2FM,D,K4A,K,2,C,B,A76143
1FTFW1EF1CKE10648,27800,1FT,F,W1E,F,1,C,K,E10648
1FMCU0C75AKD09832,6500,1FM,C,U0C,7,5,A,K,D09832
2FMGK5CC6CBD11328,19700,2FM,G,K5C,C,6,C,B,D11328
1FMPU15L74LB49467,5900,1FM,P,U15,L,7,4,L,B49467
1FAHP24W69G113762,5100,1FA,H,P24,W,6,9,G,113762
1FADP3F29DL212767,9000,1FA,D,P3F,2,9,D,L,212767
1FTWW3BR4AEB06834,26000,1FT,W,W3B,R,4,A,E,B06834
1FAHP3K20CL249891,10100,1FA,H,P3K,2,0,C,L,249891
1ZVBP8AMXE5323239,17300,1ZV,B,P8A,M,X,E,5,323239
1FAHP2E87DG156337,13501,1FA,H,P2E,8,7,D,G,156337
1FADP5CU5DL514977,11000,1FA,D,P5C,U,5,D,L,514977
3FA6P0LU5DR312718,15200,3FA,6,P0L,U,5,D,R,312718
1FADP3K29EL406237,10900,1FA,D,P3K,2,9,E,L,406237
1ZVBP8CF2E5305042,23200,1ZV,B,P8C,F,2,E,5,305042
1FM5K7F95DGB70751,23500,1FM,5,K7F,9,5,D,G,B70751
1FM5K8F81DGA35876,26000,1FM,5,K8F,8,1,D,G,A35876
1FMCU0D79CKA84820,10100,1FM,C,U0D,7,9,C,K,A84820
3FA6P0H72DR355108,13200,3FA,6,P0H,7,2,D,R,355108
1FMCU9D75AKB94880,8800,1FM,C,U9D,7,5,A,K,B94880
1FAHP3K26CL391663,7500,1FA,H,P3K,2,6,C,L,391663
1FTSW2BR1AEA59027,26700,1FT,S,W2B,R,1,A,E,A59027
1FMCU9H90DUC44055,17000,1FM,C,U9H,9,0,D,U,C44055
2FMDK3AK3EBA74978,30500,2FM,D,K3A,K,3,E,B,A74978
1FM5K8F89DGC72079,27400,1FM,5,K8F,8,9,D,G,C72079
1FM5K8F85EGB91579,27200,1FM,5,K8F,8,5,E,G,B91579
1FTLR4FE2APA51893,15100,1FT,L,R4F,E,2,A,P,A51893
1FMCU0F73DUA73606,13500,1FM,C,U0F,7,3,D,U,A73606
1FMEU17W74LB21912,3900,1FM,E,U17,W,7,4,L,B21912
1FAHP2F83EG165231,9000,1FA,H,P2F,8,3,E,G,165231
1FMHK8D83CGA47137,24500,1FM,H,K8D,8,3,C,G,A47137
3FA6P0H92DR152429,15900,3FA,6,P0H,9,2,D,R,152429
1FTPW14506FB69580,13800,1FT,P,W14,5,0,6,F,B69580
1FMCU03G39KC04380,5000,1FM,C,U03,G,3,9,K,C04380
2FMDK4KC2DBC59034,22200,2FM,D,K4K,C,2,D,B,C59034
3FA6P0HR4DR162671,13000,3FA,6,P0H,R,4,D,R,162671
1FADP3F22DL141556,12700,1FA,D,P3F,2,2,D,L,141556
1FADP3K27EL306962,12400,1FA,D,P3K,2,7,E,L,306962
2FMDK3KC3DBC38543,21500,2FM,D,K3K,C,3,D,B,C38543
1ZVHT80N295142125,9200,1ZV,H,T80,N,2,9,5,142125
1FADP3F26DL209437,11900,1FA,D,P3F,2,6,D,L,209437
2FMDK4KC0DBB13523,22100,2FM,D,K4K,C,0,D,B,B13523
1FMZK02156GA58365,3200,1FM,Z,K02,1,5,6,G,A58365
3FAHP0JA0CR272354,11400,3FA,H,P0J,A,0,C,R,272354
1FAHP2F80EG179555,19800,1FA,H,P2F,8,0,E,G,179555
1FTFW1EF2CKD88370,18800,1FT,F,W1E,F,2,C,K,D88370
1FMDK02W98GA19237,1700,1FM,D,K02,W,9,8,G,A19237
2FMDK4KC8DBC38155,18800,2FM,D,K4K,C,8,D,B,C38155
3FA6P0H70DR184228,14700,3FA,6,P0H,7,0,D,R,184228
3FA6P0D90DR207711,23200,3FA,6,P0D,9,0,D,R,207711
1FADP3F22DL296981,9800,1FA,D,P3F,2,2,D,L,296981
1FADP3K26EL302899,12000,1FA,D,P3K,2,6,E,L,302899
1FM5K8F81EGB96861,27300,1FM,5,K8F,8,1,E,G,B96861
1FMCU0GX4DUD41397,8400,1FM,C,U0G,X,4,D,U,D41397
1FTRX14WX7NA76636,6100,1FT,R,X14,W,X,7,N,A76636
3FA6P0K97DR107284,20400,3FA,6,P0K,9,7,D,R,107284
3FAHP0JA2CR201267,10800,3FA,H,P0J,A,2,C,R,201267
1FMCU0GX7EUC39187,17900,1FM,C,U0G,X,7,E,U,C39187
3FA6P0H92DR226335,15600,3FA,6,P0H,9,2,D,R,226335
1FAHP3FN9AW250540,6300,1FA,H,P3F,N,9,A,W,250540
